0,0
0.354004,2.26757e-05
0.463989,4.53515e-05
0.307617,6.80272e-05
0.102966,9.07029e-05
0.107635,0.000113379
0.3815,0.000136054
0.730743,0.00015873
0.883942,0.000181406
0.739502,0.000204082
0.457764,0.000226757
0.313721,0.000249433
0.44519,0.000272109
0.72644,0.000294785
0.883453,0.00031746
0.744934,0.000340136
0.399567,0.000362812
0.115631,0.000385488
0.0966492,0.000408163
0.296082,0.000430839
0.461456,0.000453515
0.366608,0.00047619
0.0201721,0.000498866
-0.340698,0.000521542
-0.46579,0.000544218
-0.319,0.000566893
-0.109894,0.000589569
-0.100342,0.000612245
-0.363647,0.000634921
-0.716003,0.000657596
-0.883636,0.000680272
-0.752197,0.000702948
-0.470703,0.000725624
-0.314484,0.000748299
-0.433044,0.000770975
-0.713043,0.000793651
-0.882172,0.000816327
-0.758575,0.000839002
-0.417786,0.000861678
-0.12439,0.000884354
-0.0908813,0.000907029
-0.284485,0.000929705
-0.458252,0.000952381
-0.378571,0.000975057
-0.0403442,0.000997732
0.326782,0.00102041
0.466858,0.00104308
0.330231,0.00106576
0.11734,0.00108844
0.093811,0.00111111
0.346039,0.00113379
0.700775,0.00115646
0.882507,0.00117914
0.764496,0.00120181
0.483978,0.00122449
0.315979,0.00124717
0.421326,0.00126984
0.699341,0.00129252
0.880096,0.00131519
0.771637,0.00133787
0.436127,0.00136054
0.13382,0.00138322
0.0857544,0.0014059
0.272797,0.00142857
0.454315,0.00145125
0.389801,0.00147392
0.0603943,0.0014966
-0.312225,0.00151927
-0.467163,0.00154195
-0.341248,0.00156463
-0.125305,0.0015873
-0.0880432,0.00160998
-0.328735,0.00163265
-0.685089,0.00165533
-0.880554,0.001678
-0.776337,0.00170068
-0.497559,0.00172336
-0.318237,0.00174603
-0.410095,0.00176871
-0.685394,0.00179138
-0.877228,0.00181406
-0.784058,0.00183673
-0.45459,0.00185941
-0.143951,0.00188209
-0.0812988,0.00190476
-0.261139,0.00192744
-0.449738,0.00195011
-0.40033,0.00197279
-0.0803528,0.00199546
0.297089,0.00201814
0.466705,0.00204082
0.35202,0.00206349
0.133759,0.00208617
0.0830078,0.00210884
0.311737,0.00213152
0.668945,0.00215419
0.877808,0.00217687
0.78772,0.00219955
0.511444,0.00222222
0.321198,0.0022449
0.399353,0.00226757
0.671204,0.00229025
0.873596,0.00231293
0.795868,0.0023356
0.473083,0.00235828
0.154755,0.00238095
0.0774536,0.00240363
